 NO.     DATE      TIME       A(度)      V_A(度/秒)   h(度)      V_h(度/秒)     距离(km)     水平高(km)
00001  20181105  175032000  223.149276    0.000000   17.629164    0.000000    1277.980000      496.99
00001  20181105  175033000  222.974811    0.000000   17.488102    0.000000    1283.930000      496.99
00001  20181105  175034000  222.802239    0.000000   17.347851    0.000000    1289.900000      496.99
00001  20181105  175035000  222.631533    0.000000   17.208406    0.000000    1295.880000      496.99
00001  20181105  175036000  222.462665    0.000000   17.069762    0.000000    1301.870000      497.00
00001  20181105  175037000  222.295609    0.000000   16.931914    0.000000    1307.880000      497.00
00001  20181105  175038000  222.130339    0.000000   16.794858    0.000000    1313.900000      497.00
00001  20181105  175039000  221.966828    0.000000   16.658588    0.000000    1319.930000      497.01
00001  20181105  175040000  221.805051    0.000000   16.523099    0.000000    1325.980000      497.01
00001  20181105  175041000  221.644983    0.000000   16.388387    0.000000    1332.040000      497.01
00001  20181105  175042000  221.486599    0.000000   16.254445    0.000000    1338.110000      497.01
00001  20181105  175043000  221.329875    0.000000   16.121268    0.000000    1344.200000      497.02
00001  20181105  175044000  221.174788    0.000000   15.988852    0.000000    1350.300000      497.02
00001  20181105  175045000  221.021313    0.000000   15.857191    0.000000    1356.410000      497.02
00001  20181105  175046000  220.869429    0.000000   15.726280    0.000000    1362.530000      497.03
00001  20181105  175047000  220.719111    0.000000   15.596112    0.000000    1368.670000      497.03
00001  20181105  175048000  220.570338    0.000000   15.466683    0.000000    1374.820000      497.03
00001  20181105  175049000  220.423089    0.000000   15.337988    0.000000    1380.980000      497.03
00001  20181105  175050000  220.277341    0.000000   15.210020    0.000000    1387.150000      497.04
00001  20181105  175051000  220.133073    0.000000   15.082774    0.000000    1393.330000      497.04
00001  20181105  175052000  219.990266    0.000000   14.956245    0.000000    1399.530000      497.04
00001  20181105  175053000  219.848897    0.000000   14.830427    0.000000    1405.730000      497.04
00001  20181105  175054000  219.708947    0.000000   14.705315    0.000000    1411.950000      497.05
00001  20181105  175055000  219.570397    0.000000   14.580902    0.000000    1418.180000      497.05
00001  20181105  175056000  219.433226    0.000000   14.457184    0.000000    1424.410000      497.05
00001  20181105  175057000  219.297417    0.000000   14.334155    0.000000    1430.660000      497.06
00001  20181105  175058000  219.162949    0.000000   14.211810    0.000000    1436.920000      497.06
00001  20181105  175059000  219.030102    0.000000   14.090375    0.000000    1443.180000      497.06
00001  20181105  175100000  218.898260    0.000000   13.969379    0.000000    1449.460000      497.06
00001  20181105  175101000  218.767706    0.000000   13.849049    0.000000    1455.750000      497.07
00001  20181105  175102000  218.638422    0.000000   13.729381    0.000000    1462.050000      497.07
00001  20181105  175103000  218.510391    0.000000   13.610368    0.000000    1468.350000      497.07
00001  20181105  175104000  218.383595    0.000000   13.492006    0.000000    1474.670000      497.07
00001  20181105  175105000  218.258018    0.000000   13.374289    0.000000    1481.000000      497.08
00001  20181105  175106000  218.133643    0.000000   13.257211    0.000000    1487.340000      497.08
00001  20181105  175107000  218.010455    0.000000   13.140767    0.000000    1493.680000      497.08
00001  20181105  175108000  217.888437    0.000000   13.024952    0.000000    1500.040000      497.08
00001  20181105  175109000  217.767573    0.000000   12.909760    0.000000    1506.400000      497.09
00001  20181105  175110000  217.647849    0.000000   12.795186    0.000000    1512.770000      497.09
00001  20181105  175111000  217.529249    0.000000   12.681224    0.000000    1519.160000      497.09
00001  20181105  175112000  217.411759    0.000000   12.567870    0.000000    1525.550000      497.09
00001  20181105  175113000  217.295362    0.000000   12.455117    0.000000    1531.940000      497.10
00001  20181105  175114000  217.180046    0.000000   12.342961    0.000000    1538.350000      497.10
00001  20181105  175115000  217.065796    0.000000   12.231397    0.000000    1544.770000      497.10
00001  20181105  175116000  216.952598    0.000000   12.120419    0.000000    1551.190000      497.10
00001  20181105  175117000  216.840439    0.000000   12.010022    0.000000    1557.620000      497.11
00001  20181105  175118000  216.729304    0.000000   11.900201    0.000000    1564.060000      497.11
00001  20181105  175119000  216.619180    0.000000   11.790951    0.000000    1570.510000      497.11
00001  20181105  175120000  216.510055    0.000000   11.682267    0.000000    1576.960000      497.11
00001  20181105  175121000  216.401915    0.000000   11.574144    0.000000    1583.420000      497.12
00001  20181105  175122000  216.294749    0.000000   11.466576    0.000000    1589.890000      497.12
00001  20181105  175123000  216.188542    0.000000   11.359560    0.000000    1596.370000      497.12
00001  20181105  175124000  216.083284    0.000000   11.253089    0.000000    1602.850000      497.12
00001  20181105  175125000  215.978961    0.000000   11.147160    0.000000    1609.350000      497.13
00001  20181105  175126000  215.875563    0.000000   11.041766    0.000000    1615.840000      497.13
00001  20181105  175127000  215.773077    0.000000   10.936904    0.000000    1622.350000      497.13
00001  20181105  175128000  215.671492    0.000000   10.832569    0.000000    1628.860000      497.13
00001  20181105  175129000  215.570797    0.000000   10.728756    0.000000    1635.380000      497.14
00001  20181105  175130000  215.470980    0.000000   10.625459    0.000000    1641.910000      497.14
00001  20181105  175131000  215.372030    0.000000   10.522676    0.000000    1648.440000      497.14
00001  20181105  175132000  215.273937    0.000000   10.420400    0.000000    1654.980000      497.14
00001  20181105  175133000  215.176690    0.000000   10.318627    0.000000    1661.530000      497.15
00001  20181105  175134000  215.080279    0.000000   10.217353    0.000000    1668.080000      497.15
00001  20181105  175135000  214.984693    0.000000   10.116573    0.000000    1674.640000      497.15
00001  20181105  175136000  214.889921    0.000000   10.016283    0.000000    1681.200000      497.15
00001  20181105  175137000  214.795955    0.000000    9.916479    0.000000    1687.770000      497.15
00001  20181105  175138000  214.702784    0.000000    9.817155    0.000000    1694.350000      497.16
00001  20181105  175139000  214.610398    0.000000    9.718307    0.000000    1700.930000      497.16
00001  20181105  175140000  214.518788    0.000000    9.619932    0.000000    1707.520000      497.16
00001  20181105  175141000  214.427945    0.000000    9.522025    0.000000    1714.110000      497.16
00001  20181105  175142000  214.337859    0.000000    9.424582    0.000000    1720.710000      497.17
00001  20181105  175143000  214.248521    0.000000    9.327598    0.000000    1727.320000      497.17
00001  20181105  175144000  214.159923    0.000000    9.231069    0.000000    1733.930000      497.17
00001  20181105  175145000  214.072054    0.000000    9.134991    0.000000    1740.550000      497.17
00001  20181105  175146000  213.984907    0.000000    9.039361    0.000000    1747.170000      497.18
00001  20181105  175147000  213.898473    0.000000    8.944173    0.000000    1753.800000      497.18
00001  20181105  175148000  213.812744    0.000000    8.849424    0.000000    1760.430000      497.18
00001  20181105  175149000  213.727711    0.000000    8.755110    0.000000    1767.070000      497.18
00001  20181105  175150000  213.643366    0.000000    8.661228    0.000000    1773.710000      497.18
00001  20181105  175151000  213.559701    0.000000    8.567772    0.000000    1780.360000      497.19
00001  20181105  175152000  213.476707    0.000000    8.474740    0.000000    1787.020000      497.19
00001  20181105  175153000  213.394378    0.000000    8.382127    0.000000    1793.680000      497.19
00001  20181105  175154000  213.312705    0.000000    8.289929    0.000000    1800.340000      497.19
00001  20181105  175155000  213.231681    0.000000    8.198144    0.000000    1807.010000      497.19
00001  20181105  175156000  213.151298    0.000000    8.106766    0.000000    1813.680000      497.20
00001  20181105  175157000  213.071550    0.000000    8.015793    0.000000    1820.360000      497.20
00001  20181105  175158000  212.992427    0.000000    7.925221    0.000000    1827.040000      497.20
00001  20181105  175159000  212.914107    0.000000    7.835220    0.000000    1833.720000      497.20
00001  20181105  175200000  212.836215    0.000000    7.745437    0.000000    1840.410000      497.21
00001  20181105  175201000  212.758928    0.000000    7.656045    0.000000    1847.110000      497.21
00001  20181105  175202000  212.682240    0.000000    7.567039    0.000000    1853.810000      497.21
00001  20181105  175203000  212.606144    0.000000    7.478416    0.000000    1860.510000      497.21
00001  20181105  175204000  212.530632    0.000000    7.390173    0.000000    1867.220000      497.21
00001  20181105  175205000  212.455699    0.000000    7.302305    0.000000    1873.940000      497.22
00001  20181105  175206000  212.381338    0.000000    7.214811    0.000000    1880.650000      497.22
00001  20181105  175207000  212.307542    0.000000    7.127686    0.000000    1887.380000      497.22
00001  20181105  175208000  212.234306    0.000000    7.040927    0.000000    1894.100000      497.22
00001  20181105  175209000  212.161622    0.000000    6.954530    0.000000    1900.830000      497.22
00001  20181105  175210000  212.089485    0.000000    6.868494    0.000000    1907.570000      497.23
00001  20181105  175211000  212.017890    0.000000    6.782813    0.000000    1914.310000      497.23
00001  20181105  175212000  211.946829    0.000000    6.697486    0.000000    1921.050000      497.23
00001  20181105  175213000  211.876297    0.000000    6.612509    0.000000    1927.790000      497.23
00001  20181105  175214000  211.806288    0.000000    6.527878    0.000000    1934.540000      497.23
00001  20181105  175215000  211.736796    0.000000    6.443592    0.000000    1941.300000      497.24
00001  20181105  175216000  211.667817    0.000000    6.359646    0.000000    1948.060000      497.24
00001  20181105  175217000  211.599344    0.000000    6.276038    0.000000    1954.820000      497.24
00001  20181105  175218000  211.531371    0.000000    6.192765    0.000000    1961.580000      497.24
00001  20181105  175219000  211.463894    0.000000    6.109823    0.000000    1968.350000      497.24
00001  20181105  175220000  211.396907    0.000000    6.027210    0.000000    1975.120000      497.24
00001  20181105  175221000  211.330405    0.000000    5.944923    0.000000    1981.900000      497.25
00001  20181105  175222000  211.264382    0.000000    5.862959    0.000000    1988.680000      497.25
00001  20181105  175223000  211.198834    0.000000    5.781316    0.000000    1995.460000      497.25
00001  20181105  175224000  211.133756    0.000000    5.699989    0.000000    2002.240000      497.25
00001  20181105  175225000  211.069142    0.000000    5.618977    0.000000    2009.030000      497.25
00001  20181105  175226000  211.004987    0.000000    5.538277    0.000000    2015.830000      497.26
00001  20181105  175227000  210.941287    0.000000    5.457887    0.000000    2022.620000      497.26
00001  20181105  175228000  210.878037    0.000000    5.377802    0.000000    2029.420000      497.26
00001  20181105  175229000  210.815233    0.000000    5.298021    0.000000    2036.220000      497.26
00001  20181105  175230000  210.752868    0.000000    5.218541    0.000000    2043.030000      497.26
00001  20181105  175231000  210.690940    0.000000    5.139360    0.000000    2049.830000      497.26
00001  20181105  175232000  210.629444    0.000000    5.060475    0.000000    2056.640000      497.27
