2018,11,5,14,38,27,317.8547649,34.67202913
2018,11,5,14,38,28,318.0267789,35.08201545
2018,11,5,14,38,29,318.2035649,35.49845944
2018,11,5,14,38,30,318.3853236,35.92148041
2018,11,5,14,38,31,318.5722676,36.35119824
2018,11,5,14,38,32,318.7646209,36.78773313
2018,11,5,14,38,33,318.9626207,37.23120545
2018,11,5,14,38,34,319.1665164,37.68173478
2018,11,5,14,38,35,319.3765768,38.13944228
2018,11,5,14,38,36,319.5930817,38.60444652
2018,11,5,14,38,37,319.81633,39.07686558
2018,11,5,14,38,38,320.0466383,39.55681606
2018,11,5,14,38,39,320.2843434,40.04441288
2018,11,5,14,38,40,320.5298031,40.53976847
2018,11,5,14,38,41,320.783396,41.04299183
2018,11,5,14,38,42,321.0455313,41.55419084
2018,11,5,14,38,43,321.3166389,42.07346703
2018,11,5,14,38,44,321.5971797,42.60091807
2018,11,5,14,38,45,321.8876453,43.13663619
2018,11,5,14,38,46,322.1885618,43.68070742
2018,11,5,14,38,47,322.5004908,44.23321079
2018,11,5,14,38,48,322.8240325,44.79421617
2018,11,5,14,38,49,323.1598356,45.36378696
2018,11,5,14,38,50,323.5085901,45.94197391
2018,11,5,14,38,51,323.8710387,46.52881677
2018,11,5,14,38,52,324.2479799,47.12434243
2018,11,5,14,38,53,324.6402725,47.72856327
2018,11,5,14,38,54,325.0488418,48.3414758
2018,11,5,14,38,55,325.4746854,48.96305836
2018,11,5,14,38,56,325.9188771,49.59326853
2018,11,5,14,38,57,326.3825853,50.23204463
2018,11,5,14,38,58,326.8670659,50.8792979
2018,11,5,14,38,59,327.3736805,51.53491349
2018,11,5,14,39,0,327.903906,52.19874658
2018,11,5,14,39,1,328.4593443,52.87061977
2018,11,5,14,39,2,329.0417349,53.55031915
2018,11,5,14,39,3,329.6529664,54.23758989
2018,11,5,14,39,4,330.2951029,54.93213569
2018,11,5,14,39,5,330.9703832,55.63360921
2018,11,5,14,39,6,331.6812499,56.34160982
2018,11,5,14,39,7,332.4303681,57.05567814
2018,11,5,14,39,8,333.220646,57.77528934
2018,11,5,14,39,9,334.0552587,58.49984667
2018,11,5,14,39,10,334.9376737,59.22867366
2018,11,5,14,39,11,335.8716741,59.9610053
2018,11,5,14,39,12,336.8614023,60.69598215
2018,11,5,14,39,13,337.9113651,61.43263477
2018,11,5,14,39,14,339.0264792,62.16987593
2018,11,5,14,39,15,340.2120944,62.90648751
2018,11,5,14,39,16,341.4740177,63.64110616
2018,11,5,14,39,17,342.818534,64.37220926
2018,11,5,14,39,18,344.2524085,65.09809701
2018,11,5,14,39,19,345.7829065,65.81687781
2018,11,5,14,39,20,347.4177371,66.5264466
2018,11,5,14,39,21,349.1650223,67.22446833
2018,11,5,14,39,22,351.0332032,67.90835914
2018,11,5,14,39,23,353.0309011,68.57526966
2018,11,5,14,39,24,355.1667128,69.22207079
2018,11,5,14,39,25,357.4489207,69.84534556
2018,11,5,14,39,26,359.8851453,70.44138915
2018,11,5,14,39,27,2.481819626,71.00621955
2018,11,5,14,39,28,5.243625924,71.53560647
2018,11,5,14,39,29,8.172797283,72.02511923
