00002  2018  11  05
14  38  27.000  297.525785  53.282374  634.564402    0.00
14  38  28.000  298.222879  53.416816  629.024169    0.00
14  38  29.000  298.935757  53.549469  623.515638    0.00
14  38  30.000  299.664790  53.680130  618.039661    0.00
14  38  31.000  300.410346  53.808583  612.597121    0.00
14  38  32.000  301.172789  53.934600  607.188923    0.00
14  38  33.000  301.952481  54.057941  601.816001    0.00
14  38  34.000  302.749777  54.178348  596.479313    0.00
14  38  35.000  303.565021  54.295554  591.179848    0.00
14  38  36.000  304.398551  54.409274  585.918623    0.00
14  38  37.000  305.250691  54.519208  580.696685    0.00
14  38  38.000  306.121747  54.625041  575.515109    0.00
14  38  39.000  307.012010  54.726444  570.375003    0.00
14  38  40.000  307.921750  54.823069  565.277503    0.00
14  38  41.000  308.851210  54.914552  560.223781    0.00
14  38  42.000  309.800609  55.000514  555.215037    0.00
14  38  43.000  310.770133  55.080559  550.252507    0.00
14  38  44.000  311.759934  55.154272  545.337459    0.00
14  38  45.000  312.770125  55.221224  540.471195    0.00
14  38  46.000  313.800775  55.280969  535.655050    0.00
14  38  47.000  314.851910  55.333046  530.890395    0.00
14  38  48.000  315.923501  55.376977  526.178635    0.00
14  38  49.000  317.015468  55.412270  521.521210    0.00
14  38  50.000  318.127670  55.438420  516.919595    0.00
14  38  51.000  319.259903  55.454907  512.375299    0.00
14  38  52.000  320.411898  55.461204  507.889868    0.00
14  38  53.000  321.583314  55.456769  503.464880    0.00
14  38  54.000  322.773738  55.441056  499.101948    0.00
14  38  55.000  323.982681  55.413508  494.802722    0.00
14  38  56.000  325.209577  55.373568  490.568880    0.00
14  38  57.000  326.453777  55.320675  486.402136    0.00
14  38  58.000  327.714556  55.254269  482.304235    0.00
14  38  59.000  328.991104  55.173792  478.276951    0.00
14  39  0.000  330.282533  55.078694  474.322092    0.00
14  39  1.000  331.587877  54.968433  470.441485    0.00
14  39  2.000  332.906092  54.842482  466.636989    0.00
14  39  3.000  334.236061  54.700325  462.910487    0.00
14  39  4.000  335.576600  54.541470  459.263882    0.00
