00002  2018  11  05
14  39  5.000  336.926461  54.365446  455.699097    0.00
14  39  6.000  338.284339  54.171808  452.218072    0.00
14  39  7.000  339.648878  53.960140  448.822761    0.00
14  39  8.000  341.018682  53.730062  445.515128    0.00
14  39  9.000  342.392319  53.481227  442.297145    0.00
14  39  10.000  343.768332  53.213329  439.170788    0.00
14  39  11.000  345.145250  52.926107  436.138030    0.00
14  39  12.000  346.521595  52.619341  433.200843    0.00
14  39  13.000  347.895893  52.292861  430.361186    0.00
14  39  14.000  349.266685  51.946548  427.621008    0.00
14  39  15.000  350.632533  51.580333  424.982237    0.00
14  39  16.000  351.992032  51.194200  422.446776    0.00
14  39  17.000  353.343817  50.788189  420.016500    0.00
14  39  18.000  354.686571  50.362394  417.693249    0.00
14  39  19.000  356.019036  49.916966  415.478822    0.00
14  39  20.000  357.340012  49.452108  413.374970    0.00
14  39  21.000  358.648368  48.968083  411.383395    0.00
14  39  22.000  359.943046  48.465204  409.505736    0.00
14  39  23.000  1.223062  47.943839  407.743571    0.00
14  39  24.000  2.487513  47.404408  406.098406    0.00
14  39  25.000  3.735572  46.847380  404.571671    0.00
14  39  26.000  4.966496  46.273273  403.164714    0.00
14  39  27.000  6.179621  45.682647  401.878795    0.00
14  39  28.000  7.374363  45.076108  400.715082    0.00
14  39  29.000  8.550219  44.454300  399.674645    0.00
14  39  30.000  9.706758  43.817903  398.758452    0.00
14  39  31.000  10.843626  43.167632  397.967359    0.00
14  39  32.000  11.960539  42.504230  397.302118    0.00
14  39  33.000  13.057279  41.828465  396.763363    0.00
14  39  34.000  14.133694  41.141130  396.351611    0.00
14  39  35.000  15.189690  40.443035  396.067259    0.00
14  39  36.000  16.225228  39.735005  395.910584    0.00
14  39  37.000  17.240323  39.017876  395.881737    0.00
14  39  38.000  18.235036  38.292493  395.980747    0.00
14  39  39.000  19.209471  37.559701  396.207520    0.00
14  39  40.000  20.163772  36.820350  396.561836    0.00
14  39  41.000  21.098119  36.075281  397.043354    0.00
14  39  42.000  22.012723  35.325333  397.651612    0.00
14  39  43.000  22.907823  34.571333  398.386031    0.00
14  39  44.000  23.783685  33.814095  399.245912    0.00
14  39  45.000  24.640593  33.054417  400.230449    0.00
14  39  46.000  25.478852  32.293080  401.338722    0.00
14  39  47.000  26.298783  31.530843  402.569710    0.00
14  39  48.000  27.100720  30.768443  403.922289    0.00
14  39  49.000  27.885007  30.006591  405.395242    0.00
14  39  50.000  28.651996  29.245972  406.987260    0.00
14  39  51.000  29.402048  28.487244  408.696952    0.00
14  39  52.000  30.135527  27.731033  410.522846    0.00
14  39  53.000  30.852801  26.977939  412.463396    0.00
14  39  54.000  31.554238  26.228527  414.516992    0.00
14  39  55.000  32.240209  25.483333  416.681960    0.00
14  39  56.000  32.911082  24.742860  418.956572    0.00
14  39  57.000  33.567224  24.007581  421.339049    0.00
14  39  58.000  34.208998  23.277934  423.827572    0.00
14  39  59.000  34.836766  22.554329  426.420281    0.00
14  40  0.000  35.450882  21.837143  429.115283    0.00
14  40  1.000  36.051698  21.126721  431.910665    0.00
14  40  2.000  36.639559  20.423380  434.804487    0.00
14  40  3.000  37.214806  19.727408  437.794793    0.00
14  40  4.000  37.777770  19.039064  440.879617    0.00
14  40  5.000  38.328780  18.358578  444.056987    0.00
14  40  6.000  38.868154  17.686156  447.324928    0.00
14  40  7.000  39.396206  17.021978  450.681466    0.00
14  40  8.000  39.913242  16.366200  454.124633    0.00
14  40  9.000  40.419560  15.718953  457.652472    0.00
14  40  10.000  40.915451  15.080349  461.263034    0.00
14  40  11.000  41.401201  14.450477  464.954391    0.00
14  40  12.000  41.877084  13.829409  468.724629    0.00
14  40  13.000  42.343372  13.217195  472.571856    0.00
14  40  14.000  42.800326  12.613872  476.494205    0.00
14  40  15.000  43.248201  12.019457  480.489830    0.00
14  40  16.000  43.687245  11.433955  484.556916    0.00
14  40  17.000  44.117700  10.857355  488.693674    0.00
14  40  18.000  44.539800  10.289635  492.898346    0.00
14  40  19.000  44.953773  9.730760  497.169203    0.00
14  40  20.000  45.359839  9.180684  501.504552    0.00
14  40  21.000  45.758214  8.639352  505.902730    0.00
14  40  22.000  46.149104  8.106699  510.362107    0.00
14  40  23.000  46.532714  7.582652  514.881088    0.00
14  40  24.000  46.909238  7.067131  519.458115    0.00
14  40  25.000  47.278867  6.560050  524.091660    0.00
14  40  26.000  47.641786  6.061314  528.780234    0.00
14  40  27.000  47.998173  5.570827  533.522380    0.00
14  40  28.000  48.348203  5.088485  538.316678    0.00
14  40  29.000  48.692043  4.614181  543.161742    0.00
14  40  30.000  49.029857  4.147805  548.056219    0.00
14  40  31.000  49.361804  3.689243  552.998795    0.00
14  40  32.000  49.688036  3.238380  557.988184    0.00
14  40  33.000  50.008703  2.795098  563.023138    0.00
14  40  34.000  50.323950  2.359276  568.102438    0.00
14  40  35.000  50.633915  1.930794  573.224901    0.00
14  40  36.000  50.938735  1.509529  578.389375    0.00
14  40  37.000  51.238542  1.095359  583.594738    0.00
14  40  38.000  51.533463  0.688161  588.839902    0.00
14  40  39.000  51.823622  0.287812  594.123805    0.00
14  40  40.000  52.109139  -0.105812  599.445418    0.00
14  40  41.000  52.390131  -0.492833  604.803740    0.00
14  40  42.000  52.666710  -0.873373  610.197797    0.00
14  40  43.000  52.938986  -1.247554  615.626646    0.00
14  40  44.000  53.207066  -1.615495  621.089367    0.00
14  40  45.000  53.471053  -1.977317  626.585068    0.00
14  40  46.000  53.731046  -2.333138  632.112885    0.00
14  40  47.000  53.987143  -2.683074  637.671974    0.00
14  40  48.000  54.239438  -3.027242  643.261520    0.00
14  40  49.000  54.488022  -3.365754  648.880730    0.00
14  40  50.000  54.732985  -3.698725  654.528833    0.00
14  40  51.000  54.974413  -4.026265  660.205081    0.00
14  40  52.000  55.212389  -4.348483  665.908749    0.00
14  40  53.000  55.446994  -4.665486  671.639133    0.00
14  40  54.000  55.678308  -4.977381  677.395546    0.00
14  40  55.000  55.906407  -5.284272  683.177326    0.00
14  40  56.000  56.131366  -5.586261  688.983827    0.00
14  40  57.000  56.353256  -5.883448  694.814424    0.00
14  40  58.000  56.572149  -6.175932  700.668508    0.00
14  40  59.000  56.788112  -6.463809  706.545489    0.00
14  41  0.000  57.001212  -6.747175  712.444796    0.00
14  41  1.000  57.211514  -7.026123  718.365869    0.00
14  41  2.000  57.419079  -7.300743  724.308168    0.00
14  41  3.000  57.623969  -7.571125  730.271170    0.00
14  41  4.000  57.826244  -7.837357  736.254365    0.00
14  41  5.000  58.025960  -8.099524  742.257258    0.00
14  41  6.000  58.223174  -8.357711  748.279368    0.00
